source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0000165,MAPK cascade,1.5182552515540188e-07,True,"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]",678,1896,116,19147,0.06118143459915612,0.1710914454277286,query_1,['GO:0141124']
GO:BP,GO:0034330,cell junction organization,2.1218374191318376e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]",736,1896,123,19147,0.06487341772151899,0.1671195652173913,query_1,['GO:0016043']
GO:BP,GO:1904018,positive regulation of vasculature development,2.145637086108775e-07,True,"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",156,1896,41,19147,0.021624472573839662,0.26282051282051283,query_1,"['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']"
GO:BP,GO:0033002,muscle cell proliferation,2.145637086108775e-07,True,"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]",174,1896,44,19147,0.023206751054852322,0.25287356321839083,query_1,['GO:0008283']
GO:BP,GO:0030336,negative regulation of cell migration,2.4027458809106783e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell migration."" [GOC:go_curators]",277,1896,60,19147,0.03164556962025317,0.21660649819494585,query_1,"['GO:0016477', 'GO:0030334', 'GO:2000146']"
GO:BP,GO:0050727,regulation of inflammatory response,2.6883179496390057e-07,True,"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]",346,1896,70,19147,0.03691983122362869,0.2023121387283237,query_1,"['GO:0006954', 'GO:0031347', 'GO:0032101']"
GO:BP,GO:0045766,positive regulation of angiogenesis,3.1176978168937115e-07,True,"""Any process that activates or increases angiogenesis."" [GOC:go_curators]",152,1896,40,19147,0.02109704641350211,0.2631578947368421,query_1,"['GO:0001525', 'GO:0045765', 'GO:1904018']"
GO:BP,GO:0032956,regulation of actin cytoskeleton organization,3.720651413398455e-07,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]",321,1896,66,19147,0.03481012658227848,0.205607476635514,query_1,"['GO:0030036', 'GO:0032970', 'GO:0051493']"
GO:BP,GO:0050678,regulation of epithelial cell proliferation,3.747869299303019e-07,True,"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]",328,1896,67,19147,0.03533755274261603,0.20426829268292682,query_1,"['GO:0042127', 'GO:0050673']"
GO:BP,GO:2000146,negative regulation of cell motility,4.248754354669836e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell motility."" [GOC:mah]",288,1896,61,19147,0.03217299578059072,0.21180555555555555,query_1,"['GO:0040013', 'GO:0048523', 'GO:0048870', 'GO:2000145']"
GO:BP,GO:0032970,regulation of actin filament-based process,4.250999016799389e-07,True,"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]",357,1896,71,19147,0.037447257383966245,0.19887955182072828,query_1,"['GO:0030029', 'GO:0050794']"
GO:BP,GO:0003007,heart morphogenesis,4.250999016799389e-07,True,"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]",235,1896,53,19147,0.027953586497890294,0.225531914893617,query_1,"['GO:0007507', 'GO:0009887']"
GO:BP,GO:0043542,endothelial cell migration,5.274163154235328e-07,True,"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]",217,1896,50,19147,0.026371308016877638,0.2304147465437788,query_1,['GO:0016477']
GO:BP,GO:0048522,positive regulation of cellular process,6.000357112094723e-07,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5048,1896,604,19147,0.31856540084388185,0.1196513470681458,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']"
GO:BP,GO:0060485,mesenchyme development,6.010934072284866e-07,True,"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]",284,1896,60,19147,0.03164556962025317,0.2112676056338028,query_1,"['GO:0009888', 'GO:0048513']"
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,7.371114913629455e-07,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",590,1896,102,19147,0.05379746835443038,0.17288135593220338,query_1,['GO:0007167']
GO:BP,GO:0043269,regulation of monoatomic ion transport,7.577040504164699e-07,True,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",348,1896,69,19147,0.03639240506329114,0.19827586206896552,query_1,"['GO:0006811', 'GO:0051049']"
GO:BP,GO:0022008,neurogenesis,1.140009032206461e-06,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",1535,1896,217,19147,0.11445147679324895,0.14136807817589578,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:0001822,kidney development,1.1732566074549548e-06,True,"""The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10, ISBN:0124020607, ISBN:0721662544]",296,1896,61,19147,0.03217299578059072,0.20608108108108109,query_1,"['GO:0048513', 'GO:0072001']"
GO:BP,GO:0060429,epithelium development,1.4619619258403028e-06,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1036,1896,157,19147,0.08280590717299578,0.15154440154440155,query_1,['GO:0009888']
GO:BP,GO:0060326,cell chemotaxis,1.617951792286478e-06,True,"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]",278,1896,58,19147,0.03059071729957806,0.20863309352517986,query_1,"['GO:0006935', 'GO:0016477', 'GO:0070887']"
GO:BP,GO:0032496,response to lipopolysaccharide,1.6442806292257917e-06,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:add, ISBN:0721601464]",285,1896,59,19147,0.031118143459915613,0.20701754385964913,query_1,"['GO:0002237', 'GO:0033993', 'GO:1901700']"
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,2.066456424837051e-06,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1017,1896,154,19147,0.08122362869198312,0.15142576204523106,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0036158,outer dynein arm assembly,2.5621579992642294e-06,True,"""The aggregation, arrangement and bonding together of a set of components to form an axonemal dynein outer arm, an outer arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes."" [GOC:BHF, GOC:vk, PMID:19944400]",20,1896,12,19147,0.006329113924050633,0.6,query_1,['GO:0070286']
GO:BP,GO:0002237,response to molecule of bacterial origin,2.764380417910572e-06,True,"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]",303,1896,61,19147,0.03217299578059072,0.20132013201320131,query_1,"['GO:0009617', 'GO:0043207']"
GO:BP,GO:0051049,regulation of transport,2.7960739912021275e-06,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1382,1896,197,19147,0.10390295358649788,0.14254703328509408,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:0001935,endothelial cell proliferation,2.9576338036209444e-06,True,"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]",146,1896,37,19147,0.019514767932489453,0.2534246575342466,query_1,['GO:0050673']
GO:BP,GO:0120031,plasma membrane bounded cell projection assembly,3.318165797154305e-06,True,"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",562,1896,96,19147,0.05063291139240506,0.1708185053380783,query_1,"['GO:0030031', 'GO:0120036']"
GO:BP,GO:0085029,extracellular matrix assembly,3.7031954379864667e-06,True,"""The aggregation, arrangement and bonding together of the extracellular matrix."" [GOC:jl]",40,1896,17,19147,0.008966244725738396,0.425,query_1,"['GO:0022607', 'GO:0030198']"
GO:BP,GO:0003197,endocardial cushion development,3.7686768425651625e-06,True,"""The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart]",49,1896,19,19147,0.010021097046413503,0.3877551020408163,query_1,"['GO:0007507', 'GO:0060485']"
GO:BP,GO:0050794,regulation of cellular process,3.965838180905348e-06,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",9284,1896,1028,19147,0.5421940928270043,0.1107281344248169,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0003158,endothelium development,4.278697546250451e-06,True,"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]",130,1896,34,19147,0.017932489451476793,0.26153846153846155,query_1,['GO:0060429']
GO:BP,GO:1901701,cellular response to oxygen-containing compound,4.81457958121421e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1023,1896,153,19147,0.08069620253164557,0.1495601173020528,query_1,"['GO:0070887', 'GO:1901700']"
GO:BP,GO:0071396,cellular response to lipid,4.8926488933350225e-06,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",521,1896,90,19147,0.04746835443037975,0.1727447216890595,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:0030031,cell projection assembly,5.035747554345453e-06,True,"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:18391171]",575,1896,97,19147,0.051160337552742616,0.16869565217391305,query_1,"['GO:0022607', 'GO:0030030']"
GO:BP,GO:0010810,regulation of cell-substrate adhesion,5.205205939129286e-06,True,"""Any process that modulates the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]",200,1896,45,19147,0.023734177215189875,0.225,query_1,"['GO:0030155', 'GO:0031589']"
GO:BP,GO:0051145,smooth muscle cell differentiation,6.044474167920165e-06,True,"""The process in which a relatively unspecialized cell acquires specialized features of a smooth muscle cell; smooth muscle lacks transverse striations in its constituent fibers and are almost always involuntary."" [CL:0000192, GOC:ai]",60,1896,21,19147,0.011075949367088608,0.35,query_1,['GO:0042692']
GO:BP,GO:0032103,positive regulation of response to external stimulus,6.123730573056482e-06,True,"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]",593,1896,99,19147,0.05221518987341772,0.16694772344013492,query_1,"['GO:0009605', 'GO:0032101', 'GO:0048584']"
GO:BP,GO:0060537,muscle tissue development,6.518795389034653e-06,True,"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]",368,1896,69,19147,0.03639240506329114,0.1875,query_1,['GO:0009888']
GO:BP,GO:0043270,positive regulation of monoatomic ion transport,6.706843631147045e-06,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",157,1896,38,19147,0.020042194092827006,0.24203821656050956,query_1,"['GO:0006811', 'GO:0043269', 'GO:0051050']"
GO:BP,GO:0014706,striated muscle tissue development,6.9339476107176626e-06,True,"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]",347,1896,66,19147,0.03481012658227848,0.19020172910662825,query_1,['GO:0060537']
GO:BP,GO:0045321,leukocyte activation,7.970521777608824e-06,True,"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]",892,1896,136,19147,0.07172995780590717,0.15246636771300448,query_1,"['GO:0001775', 'GO:0002376']"
GO:BP,GO:1901698,response to nitrogen compound,8.0962061230673e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",803,1896,125,19147,0.06592827004219409,0.15566625155666253,query_1,['GO:0042221']
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,8.645077597625336e-06,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",116,1896,31,19147,0.016350210970464137,0.2672413793103448,query_1,"['GO:0042127', 'GO:0048659']"
GO:BP,GO:0001570,vasculogenesis,9.256667407193617e-06,True,"""The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."" [PMID:8999798]",77,1896,24,19147,0.012658227848101266,0.3116883116883117,query_1,"['GO:0030154', 'GO:0048514']"
GO:BP,GO:0051050,positive regulation of transport,1.0070012682982237e-05,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",726,1896,115,19147,0.06065400843881857,0.1584022038567493,query_1,"['GO:0006810', 'GO:0048518', 'GO:0051049']"
GO:BP,GO:0006936,muscle contraction,1.0564436425290408e-05,True,"""A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."" [GOC:ef, GOC:mtg_muscle, ISBN:0198506732]",273,1896,55,19147,0.0290084388185654,0.20146520146520147,query_1,['GO:0003012']
GO:BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,1.0567949447112176e-05,True,"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]",129,1896,33,19147,0.01740506329113924,0.2558139534883721,query_1,['GO:0065008']
GO:BP,GO:0035556,intracellular signal transduction,1.0838186602551035e-05,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2733,1896,346,19147,0.18248945147679324,0.12660080497621662,query_1,['GO:0007165']
GO:BP,GO:0034329,cell junction assembly,1.0838186602551035e-05,True,"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]",455,1896,80,19147,0.04219409282700422,0.17582417582417584,query_1,"['GO:0022607', 'GO:0034330']"
GO:BP,GO:0003272,endocardial cushion formation,1.1033078632510231e-05,True,"""The developmental process pertaining to the initial formation of an endocardial cushion. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart, PMID:15797462]",26,1896,13,19147,0.006856540084388186,0.5,query_1,"['GO:0003203', 'GO:0048646']"
GO:BP,GO:0098657,import into cell,1.1576069131459008e-05,True,"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]",874,1896,133,19147,0.07014767932489452,0.15217391304347827,query_1,['GO:0006810']
GO:BP,GO:0002376,immune system process,1.160891445581657e-05,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",2436,1896,313,19147,0.16508438818565402,0.12848932676518884,query_1,['GO:0008150']
GO:BP,GO:0097529,myeloid leukocyte migration,1.1653848669139782e-05,True,"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]",206,1896,45,19147,0.023734177215189875,0.21844660194174756,query_1,['GO:0050900']
GO:BP,GO:0006959,humoral immune response,1.191932226463166e-05,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",193,1896,43,19147,0.02267932489451477,0.22279792746113988,query_1,['GO:0006955']
GO:BP,GO:0003206,cardiac chamber morphogenesis,1.2031370432521251e-05,True,"""The process in which a cardiac chamber is generated and organized. A cardiac chamber is an enclosed cavity within the heart."" [GOC:mtg_heart]",112,1896,30,19147,0.015822784810126583,0.26785714285714285,query_1,"['GO:0003007', 'GO:0003205', 'GO:0009653']"
GO:BP,GO:0010594,regulation of endothelial cell migration,1.2240887860456613e-05,True,"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]",161,1896,38,19147,0.020042194092827006,0.2360248447204969,query_1,"['GO:0030334', 'GO:0043542']"
GO:BP,GO:0001936,regulation of endothelial cell proliferation,1.2247311506720294e-05,True,"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]",124,1896,32,19147,0.016877637130801686,0.25806451612903225,query_1,"['GO:0001935', 'GO:0050678']"
GO:BP,GO:0032870,cellular response to hormone stimulus,1.2456353094354156e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",572,1896,95,19147,0.05010548523206751,0.1660839160839161,query_1,"['GO:0009725', 'GO:0070887', 'GO:0071495']"
GO:BP,GO:0007015,actin filament organization,1.2456353094354156e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]",427,1896,76,19147,0.04008438818565401,0.17798594847775176,query_1,"['GO:0030036', 'GO:0097435']"
GO:BP,GO:1902531,regulation of intracellular signal transduction,1.3148819147736897e-05,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1798,1896,241,19147,0.1271097046413502,0.13403781979977752,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:0110053,regulation of actin filament organization,1.371179094838984e-05,True,"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]",248,1896,51,19147,0.02689873417721519,0.2056451612903226,query_1,"['GO:0007015', 'GO:0032956', 'GO:1902903']"
GO:BP,GO:0048659,smooth muscle cell proliferation,1.453500543363094e-05,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",119,1896,31,19147,0.016350210970464137,0.2605042016806723,query_1,['GO:0033002']
GO:BP,GO:0006955,immune response,1.454613325696685e-05,True,"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]",1704,1896,230,19147,0.12130801687763713,0.13497652582159625,query_1,"['GO:0002376', 'GO:0050896']"
GO:BP,GO:0045785,positive regulation of cell adhesion,1.590739038109946e-05,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",460,1896,80,19147,0.04219409282700422,0.17391304347826086,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
GO:BP,GO:0007417,central nervous system development,1.590739038109946e-05,True,"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]",880,1896,133,19147,0.07014767932489452,0.15113636363636362,query_1,"['GO:0007399', 'GO:0048731']"
GO:BP,GO:0030855,epithelial cell differentiation,1.603757874508292e-05,True,"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]",599,1896,98,19147,0.05168776371308017,0.1636060100166945,query_1,"['GO:0030154', 'GO:0060429']"
GO:BP,GO:0045446,endothelial cell differentiation,1.680861419445936e-05,True,"""The process in which a mesodermal, bone marrow or neural crest cell acquires specialized features of an endothelial cell, a thin flattened cell. A layer of such cells lines the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [CL:0000115, GOC:go_curators]",108,1896,29,19147,0.01529535864978903,0.26851851851851855,query_1,"['GO:0003158', 'GO:0030855']"
GO:BP,GO:0010743,regulation of macrophage derived foam cell differentiation,1.704482361697728e-05,True,"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]",31,1896,14,19147,0.007383966244725738,0.45161290322580644,query_1,"['GO:0010742', 'GO:0045595']"
GO:BP,GO:0001945,lymph vessel development,1.704482361697728e-05,True,"""The process whose specific outcome is the progression of a lymph vessel over time, from its formation to the mature structure."" [GOC:dph, UBERON:0001473]",31,1896,14,19147,0.007383966244725738,0.45161290322580644,query_1,"['GO:0001944', 'GO:0048856']"
GO:BP,GO:0003171,atrioventricular valve development,1.7495103258973384e-05,True,"""The progression of the atrioventricular valve over time, from its formation to the mature structure."" [GOC:mtg_heart]",27,1896,13,19147,0.006856540084388186,0.48148148148148145,query_1,['GO:0003170']
GO:BP,GO:0002684,positive regulation of immune system process,1.7810880381570942e-05,True,"""Any process that activates or increases the frequency, rate, or extent of an immune system process."" [GOC:add]",1023,1896,150,19147,0.07911392405063292,0.1466275659824047,query_1,"['GO:0002376', 'GO:0002682', 'GO:0048518']"
GO:BP,GO:0048729,tissue morphogenesis,1.7973711921191973e-05,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",554,1896,92,19147,0.04852320675105485,0.16606498194945848,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0072132,mesenchyme morphogenesis,1.7973711921191973e-05,True,"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]",54,1896,19,19147,0.010021097046413503,0.35185185185185186,query_1,"['GO:0009887', 'GO:0048729', 'GO:0060485']"
GO:BP,GO:0048771,tissue remodeling,1.967573082295189e-05,True,"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]",158,1896,37,19147,0.019514767932489453,0.23417721518987342,query_1,['GO:0032501']
GO:BP,GO:0043534,blood vessel endothelial cell migration,2.0295517539502978e-05,True,"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]",115,1896,30,19147,0.015822784810126583,0.2608695652173913,query_1,['GO:0043542']
GO:BP,GO:0042063,gliogenesis,2.0932705715298413e-05,True,"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]",294,1896,57,19147,0.030063291139240507,0.19387755102040816,query_1,['GO:0022008']
GO:BP,GO:0051093,negative regulation of developmental process,2.1111366594953624e-05,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",771,1896,119,19147,0.06276371308016877,0.1543450064850843,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
GO:BP,GO:0050865,regulation of cell activation,2.1627560871291757e-05,True,"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]",580,1896,95,19147,0.05010548523206751,0.16379310344827586,query_1,"['GO:0001775', 'GO:0050794', 'GO:0051239']"
GO:BP,GO:0044782,cilium organization,2.1875131336022197e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",404,1896,72,19147,0.0379746835443038,0.1782178217821782,query_1,"['GO:0006996', 'GO:0120036']"
GO:BP,GO:0071774,response to fibroblast growth factor,2.218871526380701e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fibroblast growth factor stimulus."" [GOC:mah]",140,1896,34,19147,0.017932489451476793,0.24285714285714285,query_1,['GO:0070848']
GO:BP,GO:0050729,positive regulation of inflammatory response,2.218871526380701e-05,True,"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]",140,1896,34,19147,0.017932489451476793,0.24285714285714285,query_1,"['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']"
GO:BP,GO:0044344,cellular response to fibroblast growth factor stimulus,2.2895664813273785e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an fibroblast growth factor stimulus."" [GOC:jl, GOC:yaf]",134,1896,33,19147,0.01740506329113924,0.2462686567164179,query_1,"['GO:0071363', 'GO:0071774']"
GO:BP,GO:0097746,blood vessel diameter maintenance,2.3307251161772114e-05,True,"""Any process that modulates the diameter of blood vessels."" [GOC:pr]",128,1896,32,19147,0.016877637130801686,0.25,query_1,"['GO:0003018', 'GO:0008015', 'GO:0035296']"
GO:BP,GO:0035296,regulation of tube diameter,2.3307251161772114e-05,True,"""Any process that modulates the diameter of a tube."" [GOC:bf]",128,1896,32,19147,0.016877637130801686,0.25,query_1,['GO:0035150']
